,ACCESSION,TAXON_ID,LINEAGE,TITLE,LEAFNAME,CladeLabel
410,XM_047036870.1,137520,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Stomiati', 'Osmeriformes', 'Osmeridae', 'Hypomesinae', 'Hypomesus', 'Hypomesus transpacificus']","PREDICTED: Hypomesus transpacificus BCL6A transcription repressor a (bcl6aa), transcript variant X1, mRNA",XM_047036870_1_PREDICTED_Hypomesus_transpacificus_BCL6A_transcription_repressor_a_bcl6aa_transcript_variant_X1_mRNA,Euteleostomi
411,XM_047098983.1,61384,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Felidae', 'Felinae', 'Lynx', 'Lynx rufus']","PREDICTED: Lynx rufus BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_047098983_1_PREDICTED_Lynx_rufus_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
412,XM_047375583.1,208333,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Atherinomorphae', 'Cyprinodontiformes', 'Cyprinodontoidei', 'Goodeidae', 'Girardinichthys', 'Girardinichthys multiradiatus']","PREDICTED: Girardinichthys multiradiatus BCL6A transcription repressor a (bcl6aa), transcript variant X1, mRNA",XM_047375583_1_PREDICTED_Girardinichthys_multiradiatus_BCL6A_transcription_repressor_a_bcl6aa_transcript_variant_X1_mRNA,Euteleostomi
413,XM_047563569.1,30640,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Sciuromorpha', 'Sciuridae', 'Sciurinae', 'Sciurini', 'Sciurus', 'Sciurus carolinensis']","PREDICTED: Sciurus carolinensis BCL6 transcription repressor (Bcl6), transcript variant X1, mRNA",XM_047563569_1_PREDICTED_Sciurus_carolinensis_BCL6_transcription_repressor_Bcl6_transcript_variant_X1_mRNA,Euteleostomi
414,XM_047586399.1,48193,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Mugilomorphae', 'Mugiliformes', 'Mugilidae', 'Mugil', 'Mugil cephalus']","PREDICTED: Mugil cephalus BCL6A transcription repressor a (bcl6aa), transcript variant X1, mRNA",XM_047586399_1_PREDICTED_Mugil_cephalus_BCL6A_transcription_repressor_a_bcl6aa_transcript_variant_X1_mRNA,Euteleostomi
415,XM_047732607.1,9657,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Musteloidea', 'Mustelidae', 'Lutrinae', 'Lutra', 'Lutra lutra']","PREDICTED: Lutra lutra BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_047732607_1_PREDICTED_Lutra_lutra_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
416,XM_047788609.1,41426,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Suina', 'Suidae', 'Phacochoerus', 'Phacochoerus africanus']","PREDICTED: Phacochoerus africanus BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_047788609_1_PREDICTED_Phacochoerus_africanus_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
417,XM_047875148.1,61388,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Felidae', 'Felinae', 'Prionailurus', 'Prionailurus viverrinus']","PREDICTED: Prionailurus viverrinus BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_047875148_1_PREDICTED_Prionailurus_viverrinus_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
418,XM_048199717.1,75352,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Otomorpha', 'Ostariophysi', 'Otophysi', 'Cypriniphysae', 'Cypriniformes', 'Cyprinoidei', 'Xenocyprididae', 'Xenocypridinae', 'Megalobrama', 'Megalobrama amblycephala']","PREDICTED: Megalobrama amblycephala BCL6A transcription repressor a (bcl6aa), transcript variant X2, mRNA",XM_048199717_1_PREDICTED_Megalobrama_amblycephala_BCL6A_transcription_repressor_a_bcl6aa_transcript_variant_X2_mRNA,Euteleostomi
419,XM_048252264.1,278164,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Otomorpha', 'Clupei', 'Clupeiformes', 'Clupeoidei', 'Clupeidae', 'Alosinae', 'Alosa', 'Alosa alosa']","PREDICTED: Alosa alosa BCL6A transcription repressor a (bcl6aa), transcript variant X1, mRNA",XM_048252264_1_PREDICTED_Alosa_alosa_BCL6A_transcription_repressor_a_bcl6aa_transcript_variant_X1_mRNA,Euteleostomi
420,XM_048314554.1,134902,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Corvoidea', 'Corvidae', 'Corvus', 'Corvus hawaiiensis']","PREDICTED: Corvus hawaiiensis BCL6 transcription repressor (BCL6), mRNA",XM_048314554_1_PREDICTED_Corvus_hawaiiensis_BCL6_transcription_repressor_BCL6_mRNA,Euteleostomi
421,XM_048346972.1,214514,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Castorimorpha', 'Heteromyidae', 'Perognathinae', 'Perognathus', 'Perognathus longimembris', 'Perognathus longimembris pacificus']","PREDICTED: Perognathus longimembris pacificus BCL6 transcription repressor (Bcl6), transcript variant X1, mRNA",XM_048346972_1_PREDICTED_Perognathus_longimembris_pacificus_BCL6_transcription_repressor_Bcl6_transcript_variant_X1_mRNA,Euteleostomi
422,XM_048453887.1,447135,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Cricetidae', 'Arvicolinae', 'Myodes', 'Myodes glareolus']","PREDICTED: Myodes glareolus BCL6 transcription repressor (Bcl6), transcript variant X1, mRNA",XM_048453887_1_PREDICTED_Myodes_glareolus_BCL6_transcription_repressor_Bcl6_transcript_variant_X1_mRNA,Euteleostomi
423,XM_048506981.1,933632,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Gekkota', 'Sphaerodactylidae', 'Sphaerodactylus', 'Sphaerodactylus townsendi']","PREDICTED: Sphaerodactylus townsendi BCL6 transcription repressor (BCL6), mRNA",XM_048506981_1_PREDICTED_Sphaerodactylus_townsendi_BCL6_transcription_repressor_BCL6_mRNA,Euteleostomi
424,XM_048542781.2,3053191,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Chondrichthyes', 'Elasmobranchii', 'Selachii', 'Galeomorphii', 'Galeoidea', 'Orectolobiformes', 'Stegostomatidae', 'Stegostoma', 'Stegostoma tigrinum']","PREDICTED: Stegostoma tigrinum BCL6A transcription repressor a (bcl6aa), transcript variant X1, mRNA",XM_048542781_2_PREDICTED_Stegostoma_tigrinum_BCL6A_transcription_repressor_a_bcl6aa_transcript_variant_X1_mRNA,Elasmobranchii
425,XM_048865495.1,8467,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Testudinata', 'Testudines', 'Cryptodira', 'Durocryptodira', 'Americhelydia', 'Chelonioidea', 'Cheloniidae', 'Caretta', 'Caretta caretta']","PREDICTED: Caretta caretta BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_048865495_1_PREDICTED_Caretta_caretta_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
426,XM_048954607.1,64668,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Galloanserae', 'Galliformes', 'Phasianidae', 'Tetraoninae', 'Lagopus', 'Lagopus muta']","PREDICTED: Lagopus muta BCL6 transcription repressor (BCL6), mRNA",XM_048954607_1_PREDICTED_Lagopus_muta_BCL6_transcription_repressor_BCL6_mRNA,Euteleostomi
427,XM_048976243.1,42636,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Osteoglossocephala', 'Osteoglossomorpha', 'Osteoglossiformes', 'Mormyridae', 'Brienomyrus', 'Brienomyrus brachyistius']","PREDICTED: Brienomyrus brachyistius BCL6A transcription repressor a (bcl6aa), transcript variant X1, mRNA",XM_048976243_1_PREDICTED_Brienomyrus_brachyistius_BCL6A_transcription_repressor_a_bcl6aa_transcript_variant_X1_mRNA,Euteleostomi
428,XM_049587020.1,293821,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Eupercaria', 'Perciformes', 'Serranoidei', 'Serranidae', 'Epinephelinae', 'Epinephelini', 'Epinephelus', 'Epinephelus fuscoguttatus']","PREDICTED: Epinephelus fuscoguttatus BCL6A transcription repressor a (bcl6aa), transcript variant X3, mRNA",XM_049587020_1_PREDICTED_Epinephelus_fuscoguttatus_BCL6A_transcription_repressor_a_bcl6aa_transcript_variant_X3_mRNA,Euteleostomi
429,XM_049629509.1,29064,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Felidae', 'Pantherinae', 'Panthera', 'Panthera uncia']","PREDICTED: Panthera uncia BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_049629509_1_PREDICTED_Panthera_uncia_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
430,XM_049722959.1,161590,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Syngnathiaria', 'Syngnathiformes', 'Syngnathoidei', 'Syngnathidae', 'Syngnathinae', 'Syngnathus', 'Syngnathus scovelli']","PREDICTED: Syngnathus scovelli BCL6A transcription repressor a (bcl6aa), transcript variant X1, mRNA",XM_049722959_1_PREDICTED_Syngnathus_scovelli_BCL6A_transcription_repressor_a_bcl6aa_transcript_variant_X1_mRNA,Euteleostomi
431,XM_049775702.1,109475,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Eulipotyphla', 'Soricidae', 'Crocidurinae', 'Suncus', 'Suncus etruscus']","PREDICTED: Suncus etruscus BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_049775702_1_PREDICTED_Suncus_etruscus_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
432,XM_049802984.1,8957,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Accipitriformes', 'Accipitridae', 'Accipitrinae', 'Accipiter', 'Accipiter gentilis']","PREDICTED: Accipiter gentilis BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_049802984_1_PREDICTED_Accipiter_gentilis_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
433,XM_049894629.1,99487,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Afrotheria', 'Proboscidea', 'Elephantidae', 'Elephas', 'Elephas maximus', 'Elephas maximus indicus']","PREDICTED: Elephas maximus indicus BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_049894629_1_PREDICTED_Elephas_maximus_indicus_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
434,XM_050054764.1,300413,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Eupercaria', 'Perciformes', 'Serranoidei', 'Serranidae', 'Epinephelinae', 'Epinephelini', 'Epinephelus', 'Epinephelus moara']","PREDICTED: Epinephelus moara BCL6A transcription repressor a (bcl6aa), mRNA",XM_050054764_1_PREDICTED_Epinephelus_moara_BCL6A_transcription_repressor_a_bcl6aa_mRNA,Euteleostomi
435,XM_050159982.1,100897,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Cricetidae', 'Arvicolinae', 'Microtus', 'Microtus fortis']","PREDICTED: Microtus fortis BCL6 transcription repressor (Bcl6), transcript variant X1, mRNA",XM_050159982_1_PREDICTED_Microtus_fortis_BCL6_transcription_repressor_Bcl6_transcript_variant_X1_mRNA,Euteleostomi
436,XM_050308140.1,478635,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Tyrannidae', 'Myiozetetes', 'Myiozetetes cayanensis']","PREDICTED: Myiozetetes cayanensis BCL6 transcription repressor (BCL6), mRNA",XM_050308140_1_PREDICTED_Myiozetetes_cayanensis_BCL6_transcription_repressor_BCL6_mRNA,Euteleostomi
437,XM_050779283.1,257877,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Simiiformes', 'Catarrhini', 'Cercopithecoidea', 'Cercopithecidae', 'Cercopithecinae', 'Macaca', 'Macaca thibetana', 'Macaca thibetana thibetana']","PREDICTED: Macaca thibetana thibetana BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_050779283_1_PREDICTED_Macaca_thibetana_thibetana_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
438,XM_050902608.1,33616,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Accipitriformes', 'Cathartidae', 'Gymnogyps', 'Gymnogyps californianus']","PREDICTED: Gymnogyps californianus BCL6 transcription repressor (BCL6), mRNA",XM_050902608_1_PREDICTED_Gymnogyps_californianus_BCL6_transcription_repressor_BCL6_mRNA,Euteleostomi
439,XM_050964772.1,286002,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Testudinata', 'Testudines', 'Cryptodira', 'Durocryptodira', 'Testudinoidea', 'Testudinidae', 'Gopherus', 'Gopherus flavomarginatus']","PREDICTED: Gopherus flavomarginatus BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_050964772_1_PREDICTED_Gopherus_flavomarginatus_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
440,XM_051112285.1,84645,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Otomorpha', 'Ostariophysi', 'Otophysi', 'Cypriniphysae', 'Cypriniformes', 'Cyprinoidei', 'Cyprinidae', 'Labeoninae', 'Labeonini', 'Labeo', 'Labeo rohita']","PREDICTED: Labeo rohita BCL6A transcription repressor a (bcl6aa), transcript variant X1, mRNA",XM_051112285_1_PREDICTED_Labeo_rohita_BCL6A_transcription_repressor_a_bcl6aa_transcript_variant_X1_mRNA,Euteleostomi
441,XM_051150785.1,60746,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Muridae', 'Deomyinae', 'Acomys', 'Acomys russatus']","PREDICTED: Acomys russatus BCL6 transcription repressor (Bcl6), mRNA",XM_051150785_1_PREDICTED_Acomys_russatus_BCL6_transcription_repressor_Bcl6_mRNA,Euteleostomi
442,XM_051191223.1,109678,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Cricetidae', 'Cricetinae', 'Phodopus', 'Phodopus roborovskii']","PREDICTED: Phodopus roborovskii BCL6 transcription repressor (Bcl6), transcript variant X1, mRNA",XM_051191223_1_PREDICTED_Phodopus_roborovskii_BCL6_transcription_repressor_Bcl6_transcript_variant_X1_mRNA,Euteleostomi
443,XM_051376820.1,13489,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Eupercaria', 'Eupercaria incertae sedis', 'Moronidae', 'Dicentrarchus', 'Dicentrarchus labrax']","PREDICTED: Dicentrarchus labrax BCL6A transcription repressor a (bcl6aa), transcript variant X1, mRNA",XM_051376820_1_PREDICTED_Dicentrarchus_labrax_BCL6A_transcription_repressor_a_bcl6aa_transcript_variant_X1_mRNA,Euteleostomi
